# pmridge,mskhar,tskridge,har
0.000000000000000000e+00,-3.947197775891786442e+00,9.604768386740403230e-01,-2.152359302299622357e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.721314974884338156e+00,1.726682885152708291e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.143024160065022166e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
