# mskridge,mskplsridge,msknsridge
0.000000000000000000e+00,-1.810598543541904704e+01,-1.666043055619617874e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.265842655989153442e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
