# tskridge,tskpca,tskplsridge,tsknsridge,tskhar,tskvae
0.000000000000000000e+00,-8.697080965448830057e+02,-5.789129133261561577e+01,-1.704671211238417783e+01,1.073947849672207688e+00,-1.006375725688087414e+03
0.000000000000000000e+00,0.000000000000000000e+00,8.371764741418681410e+01,8.792969631485729565e+01,8.979836793125620886e+01,-1.409368753650279693e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.586879800367695026e+01,3.734546641845557247e+01,-6.007199170709066038e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.548156256166988243e+01,-8.452428912533520133e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.018386614687546285e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
