# mskhar,mskplslasso,mskplsenet
0.000000000000000000e+00,-7.523654256171727184e+01,-6.503859342090146356e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.840565872718905815e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
