# enet,plsenet,ctenet,ssvienet
0.000000000000000000e+00,6.265610486655236855e+01,4.517095487120086972e+01,6.198141776939848313e+01
0.000000000000000000e+00,0.000000000000000000e+00,-6.240827784514900856e+01,-1.113086898177951767e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.173306391427498596e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
