# pmlasso,pmlassopca,pmplslasso,pmlassohar,pmlassovae
0.000000000000000000e+00,nan,5.647385939296058410e+01,-3.857532496799820354e+00,nan
0.000000000000000000e+00,0.000000000000000000e+00,5.647385939296058410e+01,-3.857532496799820354e+00,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.647300055895072290e+01,-5.647385939296058410e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.857532496799820354e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
