# ridge,plsridge,ctridge,ssviridge
0.000000000000000000e+00,-1.940256279325642907e+01,-7.893462302882350912e+01,-3.912704338942705107e+01
0.000000000000000000e+00,0.000000000000000000e+00,-4.985827677639203159e+01,-1.651931092159490788e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.224699667709589690e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
