# pmridge,pmpca,pmplsridge,pmhar,pmvae
0.000000000000000000e+00,0.000000000000000000e+00,2.567897808758198162e-27,9.092505404364508159e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.975700551626724707e-225
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.536241105792180973e-30,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
