# mskridge,mskplslasso,mskplsenet
0.000000000000000000e+00,-1.373114728331876790e+02,-1.218252525143249017e+02
0.000000000000000000e+00,0.000000000000000000e+00,6.525693905135565132e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
