,m,st,mt,lt
0,itm,0.0022220672920550424,0.2620268691157931,0.8744325175589056
1,atm,0.37629639435705486,0.6576197032082411,0.8444943161153882
2,otm,0.6210283332123712,0.4785453465787013,2.734704153628064e-05
