# mskridge,mskplslasso,mskplsenet
0.000000000000000000e+00,-8.674010520938884383e+01,-8.110264552612433420e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.018879997386370029e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
