,m,st,mt,lt
0,itm,-45.79491705307315,-38.45231010228818,3.6323832013744006
1,atm,-10.528678830432025,-2.638002552243468,5.773935836509459
2,otm,-3.3194380096177145,-1.948390489472307,-10.172883413344369
