# pmridge,mskhar,tskridge,har
0.000000000000000000e+00,3.314711908410484205e-10,7.119107719020751356e-17,4.009064922082323751e-13
0.000000000000000000e+00,0.000000000000000000e+00,8.654630781882501641e-30,1.325354269161415754e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.309874440182677884e-33
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
