# tskpca,tskhar,tskvae,tskenethar,tsklassohar,tskenetpca,tsklassopca,tskenetvae,tsklassovae,mskpca,mskhar,mskvae,mskenethar,msklassohar,mskenetpca,msklassopca,mskenetvae,msklassovae,pmpca,pmhar,pmvae,pmenethar,pmlassohar,pmenetpca,pmlassopca,pmenetvae,pmlassovae,vae,pca,har,enethar,lassohar,enetpca,lassopca,enetvae,lassovae
0.000000000000000000e+00,0.000000000000000000e+00,5.241742676513447750e-184,9.672078526004167925e-03,9.672078526004167925e-03,9.669464187568451233e-03,9.669464187568451233e-03,9.669464187568451233e-03,9.669464187568451233e-03,1.250524458181356824e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.672078526004167925e-03,9.672078526004167925e-03,9.669464187568451233e-03,9.669464187568451233e-03,9.669464187568451233e-03,9.669464187568451233e-03,1.603220220072400573e-02,0.000000000000000000e+00,3.632103094500981870e-69,9.672078526004167925e-03,9.672078526004167925e-03,9.669464187568451233e-03,9.669464187568451233e-03,9.669464187568451233e-03,9.669464187568451233e-03,9.684925450059667902e-102,1.256164758249572957e-13,0.000000000000000000e+00,9.672078526004167925e-03,9.672078526004167925e-03,7.492017763610471850e-03,6.445262254295817256e-03,9.669464429881181877e-03,9.669464429881181877e-03
0.000000000000000000e+00,0.000000000000000000e+00,9.371280852734349409e-01,1.658717352965147218e-01,1.658717352965147218e-01,1.659963019786734884e-01,1.659963019786734884e-01,1.659963019786734884e-01,1.659963019786734884e-01,7.836276020662332753e-01,4.389069961342060784e-41,9.817469058305536844e-01,1.658717352965147218e-01,1.658717352965147218e-01,1.659963019786734884e-01,1.659963019786734884e-01,1.659963019786734884e-01,1.659963019786734884e-01,8.818582253045863517e-01,1.681042487365720303e-02,3.826834020448633411e-01,1.658717352965147218e-01,1.658717352965147218e-01,1.659963019786734884e-01,1.659963019786734884e-01,1.659963019786734884e-01,1.659963019786734884e-01,8.712327085405165983e-01,6.003205043047198097e-02,3.316086252438590682e-11,1.658717352965147218e-01,1.658717352965147218e-01,7.072324011264603527e-01,4.273999698359299271e-01,1.659963042741543493e-01,1.659963042741543493e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.918396415117860576e-306,2.918396415117860576e-306,2.701867447365097008e-306,2.701867447365097008e-306,2.701867447365097008e-306,2.701867447365097008e-306,0.000000000000000000e+00,6.580760160622028427e-237,0.000000000000000000e+00,2.918396415117860576e-306,2.918396415117860576e-306,2.701867447365097008e-306,2.701867447365097008e-306,2.701867447365097008e-306,2.701867447365097008e-306,0.000000000000000000e+00,3.644107018688963420e-302,0.000000000000000000e+00,2.918396415117860576e-306,2.918396415117860576e-306,2.701867447365097008e-306,2.701867447365097008e-306,2.701867447365097008e-306,2.701867447365097008e-306,3.944131774173469592e-242,1.881891548469317239e-139,8.613151464003930626e-239,2.918396415117860576e-306,2.918396415117860576e-306,0.000000000000000000e+00,0.000000000000000000e+00,2.701866490740332668e-306,2.701866490740332668e-306
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,3.000209778429453918e-03,3.000209778429453918e-03,3.000209778429453918e-03,3.000209778429453918e-03,1.687403434921328538e-154,1.798560424106927887e-204,2.640247584649649198e-305,nan,nan,3.000209778429453918e-03,3.000209778429453918e-03,3.000209778429453918e-03,3.000209778429453918e-03,1.003896052622412545e-148,1.097186825197727547e-238,5.417304193974228282e-222,nan,nan,3.000209778429453918e-03,3.000209778429453918e-03,3.000209778429453918e-03,3.000209778429453918e-03,8.522950260039848431e-158,3.377361193070780519e-81,1.156843153259180781e-217,nan,nan,8.717359118130652563e-135,1.389918361628202412e-132,3.002578238166134054e-03,3.002578238166134054e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000209778429453918e-03,3.000209778429453918e-03,3.000209778429453918e-03,3.000209778429453918e-03,1.687403434921328538e-154,1.798560424106927887e-204,2.640247584649649198e-305,nan,nan,3.000209778429453918e-03,3.000209778429453918e-03,3.000209778429453918e-03,3.000209778429453918e-03,1.003896052622412545e-148,1.097186825197727547e-238,5.417304193974228282e-222,nan,nan,3.000209778429453918e-03,3.000209778429453918e-03,3.000209778429453918e-03,3.000209778429453918e-03,8.522950260039848431e-158,3.377361193070780519e-81,1.156843153259180781e-217,nan,nan,8.717359118130652563e-135,1.389918361628202412e-132,3.002578238166134054e-03,3.002578238166134054e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,nan,1.397557335333082792e-154,1.794062311318505771e-204,2.635266291969825667e-305,9.963060247380575163e-01,9.963060247380575163e-01,nan,nan,nan,nan,1.005455029766066538e-148,1.089969071154859104e-238,5.575846944390405303e-222,9.963060247380575163e-01,9.963060247380575163e-01,nan,nan,nan,nan,8.610150837439066780e-158,3.382311338389007772e-81,1.148736547841611622e-217,9.963060247380575163e-01,9.963060247380575163e-01,8.767896057382150737e-135,1.398706827487320698e-132,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,1.397557335333082792e-154,1.794062311318505771e-204,2.635266291969825667e-305,9.963060247380575163e-01,9.963060247380575163e-01,nan,nan,nan,nan,1.005455029766066538e-148,1.089969071154859104e-238,5.575846944390405303e-222,9.963060247380575163e-01,9.963060247380575163e-01,nan,nan,nan,nan,8.610150837439066780e-158,3.382311338389007772e-81,1.148736547841611622e-217,9.963060247380575163e-01,9.963060247380575163e-01,8.767896057382150737e-135,1.398706827487320698e-132,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,1.397557335333082792e-154,1.794062311318505771e-204,2.635266291969825667e-305,9.963060247380575163e-01,9.963060247380575163e-01,nan,nan,nan,nan,1.005455029766066538e-148,1.089969071154859104e-238,5.575846944390405303e-222,9.963060247380575163e-01,9.963060247380575163e-01,nan,nan,nan,nan,8.610150837439066780e-158,3.382311338389007772e-81,1.148736547841611622e-217,9.963060247380575163e-01,9.963060247380575163e-01,8.767896057382150737e-135,1.398706827487320698e-132,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.397557335333082792e-154,1.794062311318505771e-204,2.635266291969825667e-305,9.963060247380575163e-01,9.963060247380575163e-01,nan,nan,nan,nan,1.005455029766066538e-148,1.089969071154859104e-238,5.575846944390405303e-222,9.963060247380575163e-01,9.963060247380575163e-01,nan,nan,nan,nan,8.610150837439066780e-158,3.382311338389007772e-81,1.148736547841611622e-217,9.963060247380575163e-01,9.963060247380575163e-01,8.767896057382150737e-135,1.398706827487320698e-132,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.338785416606489194e-166,0.000000000000000000e+00,1.444434646343084589e-12,1.444434646343084589e-12,1.443348355810178581e-12,1.443348355810178581e-12,1.443348355810178581e-12,1.443348355810178581e-12,4.541423798415375714e-46,4.679061714515890616e-206,4.035470299216857377e-71,1.444434646343084589e-12,1.444434646343084589e-12,1.443348355810178581e-12,1.443348355810178581e-12,1.443348355810178581e-12,1.443348355810178581e-12,1.181488713729679438e-112,4.601007078505373419e-23,6.273269670919416455e-186,1.444434646343084589e-12,1.444434646343084589e-12,6.294761423621370953e-30,3.846696802573855376e-21,1.443348418184955468e-12,1.443348418184955468e-12
