# mskenet,mskplsenet,msknsenet
0.000000000000000000e+00,7.292553241414974252e+01,-4.940000031949175963e+01
0.000000000000000000e+00,0.000000000000000000e+00,-7.414665871244672246e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
