# lasso,lassopca,plslasso,ctlasso,ssvilasso,lassohar,lassovae
0.000000000000000000e+00,3.305677516512916014e+01,6.266763086406683669e+01,4.517095487134630361e+01,6.198141777746099024e+01,0.000000000000000000e+00,5.964958906328892141e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.848789272043026699e+01,-3.195255395846182722e+01,6.799632558215898825e+01,0.000000000000000000e+00,-3.305677477620209004e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.241961931050840917e+01,-1.097324984316074925e+01,0.000000000000000000e+00,-6.266763078762865291e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.173306392169314449e+01,0.000000000000000000e+00,-4.517094050322591414e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.198141769982807858e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
