# pmhar,tskridge,mskhar,har
0.000000000000000000e+00,5.123726035702647508e+00,6.763522730103277425e-02,1.793150266559595529e+00
0.000000000000000000e+00,0.000000000000000000e+00,-5.329141414537685861e+00,-3.510441156654575678e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.726682885152708291e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
