# msklasso,mskplslasso,msknslasso
0.000000000000000000e+00,1.589565262085713904e-206,2.186001055674867847e-48
0.000000000000000000e+00,0.000000000000000000e+00,2.500107391717023078e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
