,m,st,mt,lt
0,itm,-3.3329688351067195,-3.039581610731028,-3.7223974155730515
1,atm,-1.6518342565719053,-1.4863829607387846,-2.0702390039089296
2,otm,-3.192144255495692,-2.921142665926614,-4.347656741115751
