# pmhar,tskridge,mskhar,har
0.000000000000000000e+00,3.020450644788674754e+00,6.763522730103277425e-02,1.793150266559595529e+00
0.000000000000000000e+00,0.000000000000000000e+00,-3.044781541180641149e+00,-1.265524934266082369e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.726682885152708291e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
