# pmridge,pmpca,pmplsridge,pmhar
0.000000000000000000e+00,6.182586865466820636e-27,3.553586893931262139e-21,2.310433328997945485e-02
0.000000000000000000e+00,0.000000000000000000e+00,2.101939943661042539e-19,3.173333526731806202e-26
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.604937664079255561e-22
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
