# mskhar,mskplslasso,mskplsenet
0.000000000000000000e+00,-1.200546613304793766e+02,-1.160824877492001974e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.805084953557845040e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
