# mskridge,mskplsridge,msknsridge
0.000000000000000000e+00,-9.627406767521112130e+00,-9.191396773586685498e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.187727728439062602e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
