# ridge,plslasso,plsenet
0.000000000000000000e+00,-4.053720871260549075e+01,-4.063603701942288637e+01
0.000000000000000000e+00,0.000000000000000000e+00,-7.032180852510894198e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
