# tskridge,tskplsridge,tsknsridge
0.000000000000000000e+00,1.081261221527201333e-01,1.159370467532006704e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.996200167324243224e-07
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
