# pmenet,pmenetpca,pmplsenet,pmenethar,pmenetvae
0.000000000000000000e+00,nan,4.640590960004226417e+01,0.000000000000000000e+00,nan
0.000000000000000000e+00,0.000000000000000000e+00,4.640590960004226417e+01,0.000000000000000000e+00,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.640590960004226417e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
