,m,st,mt,lt
0,itm,1.5363249039088487,1.9923229432980443,1.9154876365476092
1,atm,1.3022659839244928,1.2884514933885278,1.4712852157199605
2,otm,1.6650775887425087,2.391151623483091,2.7885252270580474
