# har,plslasso,plsenet
0.000000000000000000e+00,-1.719165733309691646e+01,-1.708245252311409601e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.688395337833508947e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
