# ridge,lasso,enet,plsridge,plslasso,plsenet,pmridge,pmlasso,pmenet,pmplsridge,pmplslasso,pmplsenet,mskridge,msklasso,mskenet,mskplsridge,mskplslasso,mskplsenet,tskridge,tsklasso,tskenet,tskplsridge,tskplslasso,tskplsenet
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.097124204068905783e-44,2.384721843564828958e-44,1.519734748246218184e-44,1.192204653362399486e-06,0.000000000000000000e+00,0.000000000000000000e+00,4.305846001131186589e-05,4.305846001131186589e-05,4.305846001131186589e-05,4.570979143777462095e-06,0.000000000000000000e+00,0.000000000000000000e+00,2.397517751524660669e-27,1.389401746824445414e-59,1.133014995796093957e-38,4.491330169658478849e-36,0.000000000000000000e+00,0.000000000000000000e+00,5.292802635463049926e-06,2.358413472475063645e-08,1.902024283455864721e-06
0.000000000000000000e+00,0.000000000000000000e+00,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.110595106118064779e-01,6.254514654023256570e-01,3.831844675774086026e-191,0.000000000000000000e+00,0.000000000000000000e+00,4.617172316390073153e-25,4.617172316390073153e-25,4.617172316390073153e-25,3.444935461346442499e-76,0.000000000000000000e+00,0.000000000000000000e+00,3.410433760525156954e-02,9.449616900120653200e-37,1.632921856087736792e-10,5.206776760458499099e-114,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.981144662822949672e-24,6.081439645264757604e-84
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.717708377627219285e-01,4.197101269544498496e-194,0.000000000000000000e+00,0.000000000000000000e+00,7.898357294359570057e-26,7.898357294359570057e-26,7.898357294359570057e-26,1.356659732706849452e-75,0.000000000000000000e+00,0.000000000000000000e+00,3.069466409321876949e-02,6.554586431652942127e-38,7.770796806196647680e-11,2.594110860310164035e-113,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.152587415117652569e-25,4.829980990802726000e-89
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.226960913175947316e-193,0.000000000000000000e+00,0.000000000000000000e+00,1.632017717817392905e-25,1.632017717817392905e-25,1.632017717817392905e-25,6.127594320970428927e-76,0.000000000000000000e+00,0.000000000000000000e+00,3.287333354296960441e-02,2.435855583498367551e-37,1.149399921337697887e-10,1.019533918240108392e-113,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.404487653563691630e-25,8.483332036941143467e-87
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.850222221008074534e-30,9.850222221008074534e-30,9.850222221008074534e-30,5.880925375337070190e-04,0.000000000000000000e+00,0.000000000000000000e+00,7.877597289849040102e-108,9.197151526775435257e-194,3.508007341307965753e-139,4.179107328999820403e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.244106393945854611e-59,1.427376353195239680e-49,6.757124552555089587e-56
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,3.907589352927794969e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.137146751105669409e-16,0.000000000000000000e+00,0.000000000000000000e+00,4.573028171320326490e-02,6.438257667840555833e-15,4.411821937497145685e-01
