,m,st,mt,lt
0,itm,5.05409405701595e-07,4.5066897915922417e-10,7.064194612732444e-09
1,atm,1.4027069730239993e-11,4.0354224039263884e-12,7.80404133325408e-10
2,otm,6.74430647331054e-10,1.6283237419107004e-10,2.0066636360569263e-08
