,m,st,mt,lt
0,itm,0.8764161112245834,0.9276618165751693,0.8923018901224373
1,atm,0.9317670905074756,0.9556819039280567,0.8993191231820276
2,otm,0.8849902040269642,0.9061720512156549,0.7833864524243174
