# tsklasso,tskplslasso,tsknslasso
0.000000000000000000e+00,0.000000000000000000e+00,3.394684720838165443e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.592110553894590454e-09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
