# pmhar,tskridge,mskhar,har
0.000000000000000000e+00,1.451879470231957070e-01,9.709340597116969951e-01,5.265246481136878209e-01
0.000000000000000000e+00,0.000000000000000000e+00,5.418727442518255248e-04,3.299407006856319713e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.237812443616893576e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
