# mskridge,mskplslasso,mskplsenet
0.000000000000000000e+00,-1.193661948301127040e+01,-1.158967107813909259e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.728631819067900821e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
