# pmlasso,pmlassopca,pmplslasso,pmlassohar,pmlassovae
0.000000000000000000e+00,nan,0.000000000000000000e+00,2.780542529675779111e-52,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.780542529675779111e-52,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.256434842088925752e-01,2.235036642870616985e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.348519897944531268e-47
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
