# mskenet,mskenetpca,mskplsenet,msknsenet,mskenethar,mskenetvae
0.000000000000000000e+00,nan,5.764157511489997887e+01,-6.735492959192545470e+01,-4.348495415242145157e+01,nan
0.000000000000000000e+00,0.000000000000000000e+00,5.764157511489997887e+01,-6.735492959192545470e+01,-4.348495415242145157e+01,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.970368721557305491e+01,-5.764738955331670667e+01,-5.764157511489997887e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.735359824791937911e+01,6.735492959192545470e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.348495415242145157e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
