# mskhar,mskplslasso,mskplsenet
0.000000000000000000e+00,-2.886558245810676482e+01,-2.240164730596577058e+01
0.000000000000000000e+00,0.000000000000000000e+00,7.470102545733807631e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
