,m,st,mt,lt
0,itm,0.8377218031887675,0.889326478308597,0.868973963863421
1,atm,0.902388358931569,0.9289003331070568,0.9143181776921249
2,otm,0.9159507593847002,0.9338604660406143,0.8877561007104149
