# lasso,enet,plsridge,plslasso,plsenet,pmlasso,pmenet,pmplsridge,pmplslasso,pmplsenet,msklasso,mskenet,mskplsridge,mskplslasso,mskplsenet,msknsridge,msknslasso,msknsenet,tsklasso,tskenet,tskplsridge,tskplslasso,tskplsenet,tsknsridge,tsknslasso,tsknsenet,ridge,mskridge,pmridge,tskridge
0.000000000000000000e+00,0.000000000000000000e+00,8.591035918709408747e+01,8.591156316039220542e+01,8.590902329125947290e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.856289829907436228e+01,8.856289829907436228e+01,8.856289829907436228e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.538920735763250036e+01,8.266932697225732340e+01,8.430742558334729608e+01,8.900073137726988648e+01,-2.867632637035356424e+02,-2.986293089905734632e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.900904529551905853e+01,8.803180189319070337e+01,8.865978002475426933e+01,9.066715832878379899e+01,6.324278208025280179e-03,6.324278208025280179e-03,9.044522208819904563e+01,9.099516785299157107e+01,9.157268050365343015e+01,9.188331734157942776e+01
0.000000000000000000e+00,0.000000000000000000e+00,8.591035918709408747e+01,8.591156316039220542e+01,8.590902329125947290e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.856289829907436228e+01,8.856289829907436228e+01,8.856289829907436228e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.538920735763250036e+01,8.266932697225732340e+01,8.430742558334729608e+01,8.900073137726988648e+01,-2.867632637035356424e+02,-2.986293089905734632e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.900904529551905853e+01,8.803180189319070337e+01,8.865978002475426933e+01,9.066715832878379899e+01,6.324278208025280179e-03,6.324278208025280179e-03,9.044522208819904563e+01,9.099516785299157107e+01,9.157268050365343015e+01,9.188331734157942776e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.545095748757614018e-03,-9.481404475408794497e-03,-6.097413009166381244e+02,-6.097413009166381244e+02,1.882616560069141443e+01,1.882616560069141443e+01,1.882616560069141443e+01,-6.097413009166381244e+02,-6.097413009166381244e+02,-3.698829774171530360e+00,-2.300294420470974188e+01,-1.137668181206244000e+01,2.193364778571979912e+01,-2.645018619277121161e+03,-2.729236843464700996e+03,-6.097413009166381244e+02,-6.097413009166381244e+02,2.199265509725844936e+01,1.505675506045124301e+01,1.951377522088244376e+01,3.376096811021994881e+01,-6.096964149022107904e+02,-6.096964149022107904e+02,3.218579494908831151e+01,3.608898717446280813e+01,4.018783297422839951e+01,4.239255090885064448e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.802804073751662628e-02,-6.098019541732487596e+02,-6.098019541732487596e+02,1.881922862604793423e+01,1.881922862604793423e+01,1.881922862604793423e+01,-6.098019541732487596e+02,-6.098019541732487596e+02,-3.707691695725756631e+00,-2.301345582229359366e+01,-1.138619986949218621e+01,2.192697637109676378e+01,-2.645253203791931355e+03,-2.729478625122408175e+03,-6.098019541732487596e+02,-6.098019541732487596e+02,2.198598872529758808e+01,1.504949595854184707e+01,1.950689700816064942e+01,3.375530743781204279e+01,-6.097570643229407779e+02,-6.097570643229407779e+02,3.217999966512288523e+01,3.608352545051333493e+01,4.018272153050889273e+01,4.238762787648956731e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.096740138529277147e+02,-6.096740138529277147e+02,1.883386129059952907e+01,1.883386129059952907e+01,1.883386129059952907e+01,-6.096740138529277147e+02,-6.096740138529277147e+02,-3.688998600817683382e+00,-2.299128290370813232e+01,-1.136612273951691421e+01,2.194104887060565190e+01,-2.644758377633464988e+03,-2.728968617507592626e+03,-6.096740138529277147e+02,-6.096740138529277147e+02,2.200005058795283475e+01,1.506480810953634375e+01,1.952140572192207912e+01,3.376724790534125020e+01,-6.096291320939214984e+02,-6.096291320939214984e+02,3.219222407858919155e+01,3.609504626160657637e+01,4.019350347006698598e+01,4.239801238628218272e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.856289829907436228e+01,8.856289829907436228e+01,8.856289829907436228e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.538920735763250036e+01,8.266932697225732340e+01,8.430742558334729608e+01,8.900073137726988648e+01,-2.867632637035356424e+02,-2.986293089905734632e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.900904529551905853e+01,8.803180189319070337e+01,8.865978002475426933e+01,9.066715832878379899e+01,6.324278208025280179e-03,6.324278208025280179e-03,9.044522208819904563e+01,9.099516785299157107e+01,9.157268050365343015e+01,9.188331734157942776e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.856289829907436228e+01,8.856289829907436228e+01,8.856289829907436228e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.538920735763250036e+01,8.266932697225732340e+01,8.430742558334729608e+01,8.900073137726988648e+01,-2.867632637035356424e+02,-2.986293089905734632e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.900904529551905853e+01,8.803180189319070337e+01,8.865978002475426933e+01,9.066715832878379899e+01,6.324278208025280179e-03,6.324278208025280179e-03,9.044522208819904563e+01,9.099516785299157107e+01,9.157268050365343015e+01,9.188331734157942776e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.743473881316162988e+02,-7.743473881316162988e+02,-2.774908385386658694e+01,-5.153028696369854345e+01,-3.720761454261314327e+01,3.828182083578957062e+00,-3.281654494444459488e+03,-3.385404951486189020e+03,-7.743473881316162988e+02,-7.743473881316162988e+02,3.900874610641791307e+00,-4.643627553304630062e+00,8.470828380590655904e-01,1.839854260926196972e+01,-7.742920919702861511e+02,-7.742920919702861511e+02,1.645804888639175090e+01,2.126648531699574107e+01,2.631595209418730974e+01,2.903199717316786632e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.743473881316162988e+02,-7.743473881316162988e+02,-2.774908385386658694e+01,-5.153028696369854345e+01,-3.720761454261314327e+01,3.828182083578957062e+00,-3.281654494444459488e+03,-3.385404951486189020e+03,-7.743473881316162988e+02,-7.743473881316162988e+02,3.900874610641791307e+00,-4.643627553304630062e+00,8.470828380590655904e-01,1.839854260926196972e+01,-7.742920919702861511e+02,-7.742920919702861511e+02,1.645804888639175090e+01,2.126648531699574107e+01,2.631595209418730974e+01,2.903199717316786632e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.743473881316162988e+02,-7.743473881316162988e+02,-2.774908385386658694e+01,-5.153028696369854345e+01,-3.720761454261314327e+01,3.828182083578957062e+00,-3.281654494444459488e+03,-3.385404951486189020e+03,-7.743473881316162988e+02,-7.743473881316162988e+02,3.900874610641791307e+00,-4.643627553304630062e+00,8.470828380590655904e-01,1.839854260926196972e+01,-7.742920919702861511e+02,-7.742920919702861511e+02,1.645804888639175090e+01,2.126648531699574107e+01,2.631595209418730974e+01,2.903199717316786632e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.538920735763250036e+01,8.266932697225732340e+01,8.430742558334729608e+01,8.900073137726988648e+01,-2.867632637035356424e+02,-2.986293089905734632e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.900904529551905853e+01,8.803180189319070337e+01,8.865978002475426933e+01,9.066715832878379899e+01,6.324278208025280179e-03,6.324278208025280179e-03,9.044522208819904563e+01,9.099516785299157107e+01,9.157268050365343015e+01,9.188331734157942776e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.538920735763250036e+01,8.266932697225732340e+01,8.430742558334729608e+01,8.900073137726988648e+01,-2.867632637035356424e+02,-2.986293089905734632e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.900904529551905853e+01,8.803180189319070337e+01,8.865978002475426933e+01,9.066715832878379899e+01,6.324278208025280179e-03,6.324278208025280179e-03,9.044522208819904563e+01,9.099516785299157107e+01,9.157268050365343015e+01,9.188331734157942776e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.861555667752223897e+01,-7.403991013795652165e+00,2.471819365340192221e+01,-2.547106650340261240e+03,-2.628320897763288485e+03,-5.844255643600471331e+02,-5.844255643600471331e+02,2.477509623529908822e+01,1.808659256374198776e+01,2.238463543475355166e+01,3.612364572094877957e+01,-5.843822793832301841e+02,-5.843822793832301841e+02,3.460465735380717689e+01,3.836862675816266943e+01,4.232127097670572624e+01,4.444734890779090364e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.452019598244810084e+00,3.653294015112601301e+01,-2.131669036075004442e+03,-2.200137498136707563e+03,-4.770116361893249177e+02,-4.770116361893249177e+02,3.658091242684687927e+01,3.094210428151986747e+01,3.456561117336590883e+01,4.614841756995620159e+01,-4.769751443681595902e+02,-4.769751443681595902e+02,4.486781963686108554e+01,4.804107069244439998e+01,5.137338588722870725e+01,5.316579658835224365e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.990781288850951114e+01,-2.364625965342619111e+03,-2.440241635353052516e+03,-5.372440706343352304e+02,-5.372440706343352304e+02,2.996079283958960104e+01,2.373336720258697596e+01,2.773512061085604685e+01,4.052701982848427775e+01,-5.372037695464441640e+02,-5.372037695464441640e+02,3.911274429476924297e+01,4.261724107261433403e+01,4.629740619612017127e+01,4.827692102700954280e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.416263462320443978e+03,-3.524143774130599468e+03,-8.091513575125256921e+02,-8.091513575125256921e+02,7.558610062461390555e-02,-8.809035557845135145e+00,-3.099763849853243158e+00,1.515034325164311646e+01,-8.090938602513444948e+02,-8.090938602513444948e+02,1.313260690755465632e+01,1.813244629374863948e+01,2.338291039704745344e+01,2.620706942598558697e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.068038358506930408e+00,7.414439028091027239e+01,7.414439028091027239e+01,9.715822164720748333e+01,9.690554940709590426e+01,9.706791698191420892e+01,9.758693688178976799e+01,7.414602546160129748e+01,7.414602546160129748e+01,9.752955391359895998e+01,9.767174574421036937e+01,9.782106516124386530e+01,9.790138220970173677e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.491403724095843586e+01,7.491403724095843586e+01,9.724281319597078266e+01,9.699766227999749901e+01,9.715519664021645951e+01,9.765876681399838333e+01,7.491562374703447347e+01,7.491562374703447347e+01,9.760309197133648240e+01,9.774105116108727032e+01,9.788592576956105518e+01,9.796385201103903739e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.900904529551905853e+01,8.803180189319070337e+01,8.865978002475426933e+01,9.066715832878379899e+01,6.324278208025280179e-03,6.324278208025280179e-03,9.044522208819904563e+01,9.099516785299157107e+01,9.157268050365343015e+01,9.188331734157942776e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.900904529551905853e+01,8.803180189319070337e+01,8.865978002475426933e+01,9.066715832878379899e+01,6.324278208025280179e-03,6.324278208025280179e-03,9.044522208819904563e+01,9.099516785299157107e+01,9.157268050365343015e+01,9.188331734157942776e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.891342277390412718e+00,-3.177751889218427550e+00,1.508616019124104923e+01,-8.097815286330412619e+02,-8.097815286330412619e+02,1.306689756527223878e+01,1.807051899379406024e+01,2.332495472016826810e+01,2.615125003552741845e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.247056624223755961e+00,2.201965920077561023e+01,-7.354948241114143457e+02,-7.354948241114143457e+02,2.016527612151763904e+01,2.476033512609448906e+01,2.958572860227096513e+01,3.218124745275904530e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.770140533791565574e+01,-7.817613409622165364e+02,-7.817613409622165364e+02,1.574433359619280637e+01,2.059384944326630063e+01,2.568645480649990276e+01,2.842570359183275031e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.714172515128637997e+02,-9.714172515128637997e+02,-2.378013561177483304e+00,3.514572900335588557e+00,9.702534413097374966e+00,1.303096158318469655e+01
