# tskenet,tskplsenet,tsknsenet
0.000000000000000000e+00,6.559551610902610719e+01,2.859448681582784246e+01
0.000000000000000000e+00,0.000000000000000000e+00,-6.557351145241412382e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
