# mskridge,mskpca,mskplsridge,msknsridge,mskhar,mskvae
0.000000000000000000e+00,2.886190280364532491e-111,1.266366388404026712e-38,1.700602977278795982e-66,3.505988252348366243e-10,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.445319008038530306e-01,1.106495420702302679e-14,1.527841503245256484e-153,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.200992764391150014e-06,4.048986402540982326e-62,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.430453186369410646e-75,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
