# har,plslasso,plsenet
0.000000000000000000e+00,3.437030268428126705e-64,2.001432403922895492e-63
0.000000000000000000e+00,0.000000000000000000e+00,4.800312241950432053e-62
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
