# tskenet,tskenetpca,tskplsenet,tsknsenet,tskenethar,tskenetvae
0.000000000000000000e+00,nan,4.865789785698237324e+01,-3.180470127681878623e+01,-3.857532496799820354e+00,nan
0.000000000000000000e+00,0.000000000000000000e+00,4.865789785698237324e+01,-3.180470127681878623e+01,-3.857532496799820354e+00,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.866945916579302889e+01,-4.865751495878222244e+01,-4.865789785698237324e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.977405231156079068e+01,3.180470127681878623e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.857532496799820354e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
