,m,st,mt,lt
0,itm,1.8172252327999129e-09,1.3701692692042664e-13,1.0507358314861758e-09
1,atm,1.2025266114182698e-13,2.2704359079809794e-14,1.2463599968785096e-11
2,otm,5.410821946750369e-10,2.9894259824062576e-12,7.817079715912127e-11
