# msklasso,mskplslasso,msknslasso
0.000000000000000000e+00,9.028754065309705368e+01,-1.570089639496654570e+02
0.000000000000000000e+00,0.000000000000000000e+00,-2.546178014959918528e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
