# pmridge,pmpca,pmplsridge,pmhar
0.000000000000000000e+00,-1.198369003557370149e+01,-8.844917205982872233e+00,-1.542073062871248679e+00
0.000000000000000000e+00,0.000000000000000000e+00,-4.872613538496430863e+00,2.754224681236625560e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.101053449319514543e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
