# tskridge,tskpca,tskplsridge,tsknsridge,tskhar,tskvae
0.000000000000000000e+00,-1.314054281250560905e+02,-9.073347017877139820e+00,-2.046444313946955873e+01,0.000000000000000000e+00,-1.128493656619834695e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.429168780458030881e+02,1.214671622225259853e+02,0.000000000000000000e+00,3.859373596374913973e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.252055529516360011e+00,0.000000000000000000e+00,-1.076161981409482564e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.291191303931803702e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
