# tskridge,tskplsridge,tsknsridge
0.000000000000000000e+00,-1.949754745422915647e+01,-1.603318135722857818e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.899110626791323586e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
