# tskridge,tskplslasso,tskplsenet
0.000000000000000000e+00,7.310255744938889411e-01,6.404330967310576384e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.312397359098999915e-06
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
