,m,st,mt,lt
0,itm,28.229628650667827,25.784655764754305,-4.141605999905451
1,atm,5.879579039529304,-2.1907622161754015,-4.440930490167183
2,otm,1.3970675978454694,-1.4663526000791016,21.538569811586285
