# tskenet,tskplsenet,tsknsenet
0.000000000000000000e+00,8.701859924979153504e+01,-1.765050176782967384e-02
0.000000000000000000e+00,0.000000000000000000e+00,-6.704688609983910510e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
