# ridge,plslasso,plsenet
0.000000000000000000e+00,-8.853129810199908079e+00,-8.932840330435317000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-6.873553856093585601e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
