# enet,enetpca,plsenet,ctenet,ssvienet,enethar,enetvae
0.000000000000000000e+00,6.640197243644766445e+01,6.758314072067774703e+01,3.173089835955258309e+01,6.343203900519957017e+01,2.144167334250788315e+01,-1.268322420056216941e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.197037028637574352e+01,-6.592723084694716817e+01,7.427819167819200707e+00,-6.649406809175680166e+01,-1.323117978090364204e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.711923985614919275e+01,1.120233135073969821e+00,-6.768571089046027112e+01,-1.334603640023896673e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.300620735715329346e+01,-2.598059638678612160e+01,-1.272772688485244004e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.350946435672462087e+01,-1.345115043293255894e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.267044269837875845e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
