,m,st,mt,lt
0,itm,-17.91161412529878,-11.508462634747563,1.5835754017438863
1,atm,-0.32064756304561737,9.995673417690886,5.404965159257513
2,otm,2.8561985724275485,11.589037422998949,4.410329764225784
