# mskridge,mskpca,mskplsridge,msknsridge,mskhar,mskvae
0.000000000000000000e+00,-7.635314146857093931e+01,-1.046518278447843464e+01,-9.700594295399728395e+00,0.000000000000000000e+00,-3.026094478011458833e+01
0.000000000000000000e+00,0.000000000000000000e+00,8.061418313709970107e+01,8.962953882275456863e+01,0.000000000000000000e+00,5.842760481258091687e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.017712636963825901e+01,0.000000000000000000e+00,-1.179646386879307016e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.070669527811055843e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
