,m,st,mt,lt
0,itm,-5.159637525736911,-4.557190840851201,-2.4000354266566664
1,atm,0.18288246333118313,1.073954078879862,0.5519937093773031
2,otm,1.2157631119803285,2.577654451480119,-5.676743601679635
