,m,st,mt,lt
0,itm,1.938068282955021e-12,3.582984063695486e-15,6.717139213300635e-11
1,atm,3.1484910729859613e-09,2.275302527132731e-11,1.632787529199017e-10
2,otm,1.4383827499996292e-10,3.7878930308081854e-11,8.321672742932929e-10
