# tskridge,tskplsridge,tsknsridge
0.000000000000000000e+00,-1.579292440250895524e+01,-1.195254479781862855e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.742958573295324598e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
