,m,st,mt,lt
0,itm,0.0897963748077499,2.3408980442105193e-09,1.258072810494814e-45
1,atm,0.01415861310242483,0.005479223064786788,8.678157214009423e-32
2,otm,0.052448571803303964,0.01978856103827684,0.0006760556036051575
