# tsklasso,tskplslasso,tsknslasso
0.000000000000000000e+00,6.642033101635600190e+01,2.859448681582784246e+01
0.000000000000000000e+00,0.000000000000000000e+00,-6.639689719851236305e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
