,m,st,mt,lt
0,itm,0.016095186171658518,0.011600146153259983,0.013364614513599875
1,atm,0.010827853567295561,0.008093845403643316,0.009262184726947181
2,otm,0.009483664529225366,0.007279784891402672,0.01030492003723179
