# har,plslasso,plsenet
0.000000000000000000e+00,5.298172658127652812e-80,3.620514540814744063e-80
0.000000000000000000e+00,0.000000000000000000e+00,1.191727433770051192e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
