# tskridge,tskplsridge,tsknsridge
0.000000000000000000e+00,6.833052377092893037e-01,5.571397692087669551e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.155028194756927382e-39
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
