# pmlasso,pmlassopca,pmplslasso,pmlassohar
0.000000000000000000e+00,0.000000000000000000e+00,8.821827799575700624e+01,1.896409748448624200e-02
0.000000000000000000e+00,0.000000000000000000e+00,8.821827799575700624e+01,1.896409748448624200e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.486113987964498619e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
